선정 여부,주차,신청 번호,신청 일자,시작 일자,브랜드,,타이틀,프로모션 내용,URL,이미지,비고,팀명
광고진행,6,570041,2026-02-03 2:00:00,2026-02-03 2:00:00,amesworldwide,아메스 월드와이드 1차 컬렉션 발매 with 털난새우,아메스 월드와이드 1차 컬렉션 발매 with 털난새우,신상품 20% 할인,https://www.musinsa.com/brand/amesworldwide?gf=A,,추후 스페셜 컨텐츠 랜딩으로 변경 예정,여성패션
,6,568269,2026-02-03 10:00:00,2026-02-02 15:00:00,toocoolforschool,투쿨포스쿨 벨벳펜슬 아트클래스 벨루어 펜슬 론칭,투쿨포스쿨 벨벳펜슬 아트클래스 벨루어 펜슬 론칭,투쿨포스쿨 벨벳펜슬 아트클래스 벨루어 펜슬 론칭,https://www.musinsa.com/content/1458718135975081317,https://image.msscdn.net/cms/v2/content/file_1768875544295_2051236300_dvh5v8.jpg,,뷰티1
광고진행,6,568793,2026-02-04 1:00:00,2026-02-03 15:00:00,starbucks,스타벅스 발렌타인 데이 하트토끼 라인 출시,스타벅스 발렌타인 데이 하트토끼 라인 출시,신상 5% 할인,,,,KAM
광고진행,6,569516,2026-02-04 15:00:00,2026-02-04 15:00:00,rockcake,제이드유 PICK 락케이크 신상,제이드유 PICK 락케이크 신상,화제성패키지 / 10%+10%쿠폰,https://www.musinsa.com/brand/rockcake/products?gf=A&sortCode=NEW,,,여성패션
광고진행,6,565754,2026-02-05 2:00:00,2026-02-04 15:00:00,vans,반스 메탈 컬렉션 한정 발매,반스 메탈 컬렉션 한정 발매,별도 프로모션 없음,추후기재,,,무신사풋웨어
,6,574721,2026-02-05 2:00:00,2026-02-05 2:00:00,adidas,아디다스 프리미엄 컬렉션 쇼케이스,아디다스 프리미엄 컬렉션 쇼케이스,프리미엄 컬렉션 단독 7% 쿠폰 진행,https://www.musinsa.com/content/1467696534706560108,https://image.msscdn.net/cms/v2/content/file_1770105779084_16399000_pcepxb.jpg,,무신사풋웨어
광고진행,6,565658,2026-02-05 3:00:00,2026-02-04 15:00:00,lego,W6 - 레고 BLOOM BAR (스페셜),추후 수정,추후 수정,스페셜 콘텐츠 랜딩 나오면 기입 예정,,,무신사글로벌패션
광고진행,6,570034,2026-02-05 3:00:00,2026-02-05 3:00:00,danswer,디앤에스알 프리미엄 라인 단독발매,디앤에스알 프리미엄 라인,디앤에스알 프리미엄 라인 단독 발매,https://www.musinsa.com/content/1465283858080570994,https://image.msscdn.net/cms/v2/content/cms_d2973067-5f04-4.jpg,,무신사남성패션
,6,574939,2026-02-05 15:00:00,2026-02-05 15:00:00,umbro,엄브로 26SS SLAM JAM X UMBRO,26SS SLAM JAM 발매,엄브로 X 26SS SLAM JAM 발매,https://www.musinsa.com/content/1468407338972060172,https://image.msscdn.net/cms/v2/content/cms_12f7484a-a9a1-4.jpg,,KAM
,6,568438,2026-02-06 2:00:00,2026-02-05 15:00:00,marithefrancoisgirbaud,마리떼 언더웨어 발렌타인 캠페인,마리떼 언더웨어 발렌타인 캠페인,최대 00% 할인,,,"자료 전달 예정일 : 1/29(목)
내용 1/29 기재",여성패션
광고진행,6,569506,2026-02-06 2:00:00,2026-02-05 15:00:00,champion,[스페셜] 챔피온 x 로우로우,[스페셜] 챔피온 x 로우로우,10% 할인 + 10% 쿠폰,[스페셜] 챔피온 x 로우로우,,,무신사유니섹스패션
광고진행,6,565864,2026-02-06 9:00:00,2026-02-05 15:00:00,jansport,잔스포츠 × 찰스엔터 리뷰,잔스포츠 × 찰스엔터 리뷰,최대 5% 할인 + 20% 쿠폰,TBD,,,무신사잡화
,6,569438,2026-02-08 15:00:00,2026-02-08 15:00:00,urago,화제성: 유라고X알로하 유투버 브랜디드 25SS 신상 발매,유라고X알로하 26SS 신상,유라고 신상 발매건X알로하 유투버 브랜디드 단독 진행건 및 무신사 단독상품 발매 예정으로 중요도 상,,,,여성패션
,6,569510,2026-02-08 15:00:00,2026-02-08 15:00:00,wackywilly,[스페셜] 와키윌리 x 에스파 지젤 화보,[스페셜] 와키윌리 x 에스파 지젤 화보,한정발매,[스페셜] 와키윌리 x 에스파 지젤 화보,,,무신사유니섹스패션
광고진행,7,575019,2026-02-09 1:00:00,2026-02-09 1:00:00,wackywilly,[스페셜] 와키윌리 x 에스파 지젤 화보 발매,와키윌리 x 에스파 지젤 화보 발매,와키윌리 26 SS x 지젤 착용 5% 할인 & 10% 쿠폰 +구매 대상 지젤 포토카드 & 파우치 사은품 증정(소진 시까지),https://www.musinsa.com/content/1468828912687218820,https://image.msscdn.net/cms/v2/content/file_1770267402026_865200599_3nz1uk.jpg,,무신사유니섹스패션
광고진행,7,575431,2026-02-09 1:00:00,2026-02-09 1:00:00,2000archives,2000아카이브스 NU FEMININE 발매,2000아카이브스 NU FEMININE 발매,2000아카이브스 NU FEMININE 발매 10% 할인 ,https://www.musinsa.com/content/1468067716442198813,https://image.msscdn.net/cms/v2/content/file_1770272195412_172487099_0fs8ll.jpg,,여성패션
,7,576651,2026-02-09 1:00:00,2026-02-09 1:00:00,브랜드ID,폴라로이드 × 트레셔,폴라로이드 × 트레셔 컬래버 단독 발매,폴라로이드 × 트레셔 컬래버 단독 발매,https://www.musinsa.com/content/1468514553134026121,https://image.msscdn.net/cms/v2/content/cms_6d5a12bd-d73e-4.jpg,,라이프
광고진행,7,566025,2026-02-09 2:00:00,2026-02-08 15:00:00,adidas,아디다스 26년 2월 무신사 에디션,아디다스 26년 2월 무신사 에디션,발매기념 15% 특별 쿠폰,,,,무신사풋웨어
광고진행,7,569499,2026-02-09 2:00:00,2026-02-08 15:00:00,archivebold,아카이브볼드 더배틀939 오픈,아카이브볼드 더배틀939 오픈,최대 20% 할인 + 10% 쿠폰,,,화제성 컨텐츠,여성패션
광고진행,7,570310,2026-02-09 2:00:00,2026-02-09 2:00:00,brandmarketing,1월 월간랭킹 ,랭킹 리포트로 보는 1월 트렌드,1월 무신사 월간 랭킹 ,https://www.musinsa.com/content/1465978453194019185,https://image.msscdn.net/cms/v2/content/file_1770347716704_23812599_i3e2fw.jpg,"[앱푸시 문구]
랭킹 리포트로 보는 1월 트렌드

패션/슈즈/뷰티 카테고리 별
가장 사랑받은 브랜드 TOP 10 확인하기",브랜드마케팅2
광고진행,7,571182,2026-02-09 2:00:00,2026-02-09 2:00:00,beautycategorymkt,2026 설날 뷰티 빅세을,설날 뷰티 빅세일,설날 뷰티 빅세일,https://www.musinsa.com/campaign/newyear2026_beauty/0,https://image.msscdn.net/campaign_service/images/cpcms/2026/35198c6bff2c498aa8f885e1d0cd4526.jpg,"기획안 : https://docs.google.com/spreadsheets/d/1eqBfpDLmjT2yGqtT5h0Bj-iQCom3JhSS2Q3THHUctrA/edit?gid=0#gid=0
설날 뷰티 빅세일
최대 80% 할인 + 30% 쿠폰
장바구니 7% 중복할인 까지
",패션 & 뷰티카테고리마케팅
광고진행,7,572900,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,최대 80% 할인 + 최대 30% 쿠폰 + 장바구니 쿠폰까지 	,https://www.musinsa.com/campaign/newyear2026	,,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
,7,572901,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,엄선된 총 400여개의 상품 득템 찬스,https://www.musinsa.com/campaign/newyear2026/0#signature,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
광고진행,7,572902,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,놓쳐서 아쉬웠던 상품들을 다시 만날 기회,https://www.musinsa.com/campaign/newyear2026/0#encore,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
광고진행,7,572903,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,아이폰17프로부터 소니 헤드셋까지,https://www.musinsa.com/campaign/newyear2026/2#raffle,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
,7,572904,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,"최대 80% 할인의 특가부터 다양한 이벤트, 절대 놓치지 마세요",https://www.musinsa.com/campaign/newyear2026	,,,전사캠페인
광고진행,7,572905,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,최대 80% 할인 + 최대 30% 쿠폰 + 장바구니 쿠폰까지,https://www.musinsa.com/campaign/newyear2026	,,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
,7,572906,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,최대 80% 쿠폰부터 1만원 적립금까지,https://www.musinsa.com/campaign/newyear2026/2#random,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
광고진행,7,572907,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,최대 80% 할인 혜택,https://www.musinsa.com/campaign/newyear2026/0#limited,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
,7,572908,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,최대 80% 할인 혜택,https://www.musinsa.com/campaign/newyear2026/0#holiday,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
,7,572909,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,오늘 주문하면 내일 도착,https://www.musinsa.com/campaign/newyear2026/3,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
광고진행,7,572956,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,"락피쉬웨더웨어, 토리든 외 최대 70% 할인에 결제 혜택까지	",https://www.musinsa.com/campaign/newyear2026/1,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
,7,572957,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,"아디다스, 본투윈 외 최대 80% 할인에 결제 혜택까지",https://www.musinsa.com/campaign/newyear2026/1,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
광고진행,7,572958,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,"더콜디스모먼트, 토피 외 최대 80% 할인에 결제 혜택까지",https://www.musinsa.com/campaign/newyear2026/1,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
광고진행,7,572959,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,"무신사 스탠다드, 킨치, 글로니 외 최대 80% 할인에 결제 혜택까지",https://www.musinsa.com/campaign/newyear2026/1,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
광고진행,7,574097,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsacampaign,26 설날 빅세일,26 설날 빅세일,온/오프라인 동시 진행되는 세뱃돈 이벤트를 확인해 보세요.,https://www.musinsa.com/campaign/newyear2026/2#musinsamoney,https://image.msscdn.net/campaign_service/images/cpcms/2026/2e64b23bdd53407ba6cd0010c9362c4c.jpg,26 설날 기획안 : https://docs.google.com/spreadsheets/d/1g3GWai0r9TT7gqX-4VNYjy9FWnldgAHO8JbNSWqlmUQ/edit?gid=1178783756#gid=1178783756,전사캠페인
,7,574160,2026-02-09 2:00:00,2026-02-09 2:00:00,musinsastandardbt,무신사 스탠다드 뷰티 x 림지 마켓,무신사 스탠다드 뷰티 × 림지 마켓,무신사 스탠다드 뷰티 × 림지 마켓,https://www.musinsa.com/content/1468839772507832520,https://image.msscdn.net/cms/v2/content/file_1770269355468_274497799_9oelqr.jpg,,뷰티2
광고진행,7,574197,2026-02-09 2:00:00,2026-02-09 2:00:00,브랜드ID,바노바기 입점 특별전,"이수지 Pick, 바노바기 입점 특별전","이수지 Pick, 바노바기 입점 특별전",https://www.musinsa.com/content/1468825612377494762,https://image.msscdn.net/cms/v2/content/file_1770266201360_503602400_gcrism.jpg,,뷰티2
광고진행,7,574602,2026-02-09 2:00:00,2026-02-09 2:00:00,lee,리 신학기 캠페인,리 신학기 캠페인,최대 15% 할인+10% 쿠폰,https://www.musinsa.com/content/1469210201873584192,https://image.msscdn.net/cms/v2/content/file_1770357931629_533533000_noq6za.jpg,화제성 컨텐츠,여성패션
광고진행,7,574653,2026-02-09 2:00:00,2026-02-09 2:00:00,atez,아테즈 × 리에티 단독 발매,아테즈 × 리에티 단독 발매,아테즈 × 리에티 단독 발매,https://www.musinsa.com/content/1468838165916784563,https://image.msscdn.net/cms/v2/content/file_1770268955298_748821599_zmkjgv.jpg,,무신사잡화
광고진행,7,574747,2026-02-09 2:00:00,2026-02-09 2:00:00,asifcalie,에즈이프 캘리 X 뮬바다 26 SS 1차 발매,에즈이프 캘리 X 뮬바다 26 SS 1차 발매,* 인플루언서: 물바다 컨텐츠 2차 활용 단독 기획전 + 스폐셜 구좌 / 단독 할인 + 쿠폰 / 이벤트 증정 ,https://www.musinsa.com/content/1468186882915141432,https://image.msscdn.net/cms/v2/content/cms_174ca93d-c021-4.jpg,,여성패션
광고진행,7,575597,2026-02-09 2:00:00,2026-02-09 2:00:00,codegraphy,코드그라피 유튜버 PICK 설 빅세일,코드그라피 유튜버 PICK 설 빅세일,코드그라피 2차 발매 유튜버 PICK 설 빅세일,https://www.musinsa.com/content/1465957699195470693,https://image.msscdn.net/cms/v2/content/cms_df0a5aec-5bd0-4.jpg,,여성패션
,7,568658,2026-02-09 10:00:00,2026-02-08 15:00:00,jmw,제이엠더블유 케어부스터 론칭,제이엠더블유 케어부스터 론칭,제이엠더블유 케어부스터 론칭,https://www.musinsa.com/content/1460826093617106971,https://image.msscdn.net/cms/v2/content/file_1769565140824_320504600_g4plzm.jpg,,뷰티1
광고진행,7,568704,2026-02-09 10:00:00,2026-02-08 15:00:00,catchteenieping1,캐치 티니핑 뷰티 입점,캐치 티니핑 뷰티 입점,캐치 티니핑 뷰티 입점,https://www.musinsa.com/content/1455103285247207230,https://image.msscdn.net/cms/v2/content/file_1770012736893_3635361199_ppxnqj.jpg,,뷰티1
,7,569485,2026-02-09 10:00:00,2026-02-08 15:00:00,samsonitered,쌤소나이트 레드x키작은 광자,쌤소나이트 레드x키작은 광자,단독 특가 + 쿠폰,,,,무신사잡화
,7,570682,2026-02-09 10:00:00,2026-02-09 10:00:00,kaneitei,카네이테이 26 SS 2차 단독 선발매 | 피로 브랜디드,피로 추천 카네이테이 26 SS 단독 선발매,피로 특별 쿠폰 발매,https://www.musinsa.com/content/1465619834389367984,,화제성 선정,여성패션
광고진행,7,574169,2026-02-09 11:00:00,2026-02-09 11:00:00,haharchive,하 아카이브 X 해수 무신사 에디션,하 아카이브 X 해수 무신사 에디션,하 아카이브 X 해수 무신사 에디션,https://www.musinsa.com/content/1467738964630406488,https://image.msscdn.net/cms/v2/content/file_1770356512248_9990099_t6e6pm.jpg,,무신사잡화
,7,576759,2026-02-09 11:00:00,2026-02-09 11:00:00,anoeticcosmetic, 인플루언서 다빈 공동 개발 헤어&바디 미스트 무신사 단독 선 론칭,인플루언서 다빈 공동 개발 헤어&바디 미스트 무신사 단독 선 론칭,82만 인스타그래머 다빈 공동 개발 아노에틱 뷰티 헤어&바디미스트 단독 선 론칭 + 전 품목 20% 쿠폰, https://www.musinsa.com/content/1465252152288708311,https://image.msscdn.net/cms/v2/content/cms_e56b7ac3-73b0-4.jpg,"82만 인스타그래머 다빈 공동 개발 아노에틱 뷰티 헤어&바디미스트 단독 선 론칭
전 품목 20% 쿠폰",뷰티2
,7,568275,2026-02-09 15:00:00,2026-02-09 15:00:00,marieclaire,"마리끌레르의 새얼굴 , 레드벨벳 슬기","마리끌레르의 새얼굴 , 레드벨벳 슬기",무신사 한정발매,,,,여성패션
,7,568638,2026-02-10 2:00:00,2026-02-09 15:00:00,soulesuresbold,쏘유레슈어 볼드 X 코인 서울,쏘유레슈어 볼드 X 코인 서울,무신사 단독 발매,,,,무신사풋웨어
광고진행,7,568957,2026-02-10 3:00:00,2026-02-09 15:00:00,kinkirobot,베어브릭 W@DISM BE@RBRICK 무신사 선발매,W@DISM BE@RBRICK 선발매,유튜버 와디(WADI)x베어브릭 무신사 단독 선발매,,,,라이프
광고진행,7,569227,2026-02-11 2:00:00,2026-02-10 15:00:00,cdpr,[MUSINSADROP] 사이버펑크 SMU,사이버펑크 smu,드롭 발매,추후 기재,,,트렌드상품 & IP 기획
